2770;2770;HIPERDROGUERIAS LA FAVORITA 2;CUNDINAMARCA;KR 3 6 20;;TABIO;KR 3 6 20
2771;2771;MERCALOTERIAS 29;VALLE DEL CAUCA;KR 3 66 35;;CALI;KR 3 66 35
2772;2772;METRO LA 70 II;VALLE DEL CAUCA;KR 3 69 B 26;;CALI;KR 3 69 B 26
2773;2773;JJ SISTEMAS Y COMUNICACIONES;CUNDINAMARCA;KR 3 7 38;;LA CALERA;KR 3 7 38
2774;2774;DROGAS ESPAÑA;CUNDINAMARCA;KR 3 7 56;;ZIPAQUIRA;KR 3 7 56
2775;2775;CAFE ARTE LATTE;BOGOTA;KR 3 74 48;;BOGOTÁ D.C.;KR 3 74 48
2776;2776;DROGUERIA FARMACIA TORRES NO 69;MAGDALENA;KR 3 8 59;;SANTA MARTA;KR 3 8 59
2777;2777;ALVAREZ VALENCIA Y CIA SC;VALLE DEL CAUCA;KR 3 A 2 46 OF 204;;BUENAVENTURA;KR 3 A 2 46 OF 204
2778;2778;DROG. SAN JORGE;RISARALDA;KR 3 A 25 62;;PEREIRA;KR 3 A 25 62
2779;2779;ATICO DETALLES PARA TODA OCASION;CAUCA;KR 3 A 3 39;;TORIBÍO;KR 3 A 3 39
2780;2780;ABASTOS ARJONA;BOLIVAR;KR 3 A 37 19 PLAZA PPAL;;ARJONA;KR 3 A 37 19 PLAZA PPAL
2781;2781;LA BOTICA DE BOCAGRANDE;BOLIVAR;KR 3 A 5 A 60;;CARTAGENA;KR 3 A 5 A 60
2782;2782;DROGUERIA CHAPINERO ALTO;BOGOTA;KR 3 A 54 A 06;;BOGOTÁ D.C.;KR 3 A 54 A 06
2783;2783;DROGAS VILLA AMPARO;BOGOTA;KR 3 B 32 27 SUR;;BOGOTÁ D.C.;KR 3 B 32 27 SUR
2784;2784;CIBERNET ZAPATA;ANTIOQUIA;KR 3 B 5 A 04 SUR;;CAUCASIA;KR 3 B 5 A 04 SUR
2785;2785;GALAXY COM;BOGOTA;KR 3 C 48 R 03 SUR;;BOGOTÁ D.C.;KR 3 C 48 R 03 SUR
2786;2786;GALAXY COM 2;BOGOTA;KR 3 C 48 R 03 SUR;;BOGOTÁ D.C.;KR 3 C 48 R 03 SUR
2787;2787;EGLO PRIMAS;TOLIMA;KR 3 CL 15 CE LOS PANCHES LC 45 46;;IBAGUÉ;KR 3 CL 15 CE LOS PANCHES LC 45 46
2788;2788;ALKOSTO CRA 30;BOGOTA;KR 30 10 77;;BOGOTÁ D.C.;KR 30 10 77
2789;2789;JUMBO CARRERA 30;BOGOTA;KR 30 18 10 PI 2 LC 22;;BOGOTÁ D.C.;KR 30 18 10 PI 2 LC 22
2790;2790;JUMBO CARRERA 30 II;BOGOTA;KR 30 18 10 PI 2 LC 22;;BOGOTÁ D.C.;KR 30 18 10 PI 2 LC 22
2791;2791;FARMATODO SANTA ISABEL;BOGOTA;KR 30 2 B 19;;BOGOTÁ D.C.;KR 30 2 B 19
2792;2792;DROGUERIA FARMACIA TORRES NO 37;ATLANTICO;KR 30 25 50 HIPODROMO;;SOLEDAD;KR 30 25 50 HIPODROMO
2793;2793;DROGUERIA DE LA 30 GRAN AMERICA;BOGOTA;KR 30 25 A 47;;BOGOTÁ D.C.;KR 30 25 A 47
2794;2794;DROG. LA CELESTE SUC.HIPODROMO;ATLANTICO;KR 30 27 C 35;;SOLEDAD;KR 30 27 C 35
2795;2795;DROGUERIA EL DIVINO NIÑO;ANTIOQUIA;KR 30 28 85 KR EL TRES;;TURBO;KR 30 28 85 KR EL TRES
2796;2796;DROFARMA MXS;ANTIOQUIA;KR 30 28 97;;MARINILLA;KR 30 28 97
2797;2797;COMUNICACIONES TIGO 01;ANTIOQUIA;KR 30 29 04;;SALGAR;KR 30 29 04
2798;2798;DROGUERIA PATRIA J Y;META;KR 30 36 94;;VILLAVICENCIO;KR 30 36 94
2799;2799;DROGAS COPIFAM N 5 VILLAVICENCIO;META;KR 30 39 12;;VILLAVICENCIO;KR 30 39 12
2800;2800;DROGUERIA ANDES;ANTIOQUIA;KR 30 41 21;;MEDELLIN;KR 30 41 21
2801;2801;EXITO EXPRESS UNIVERSIDAD NACIONAL;BOGOTA;KR 30 41 25;;BOGOTÁ D.C.;KR 30 41 25
2802;2802;COMUNICACIONES SOTOMAYOR;SANTANDER;KR 30 51 40;;BUCARAMANGA;KR 30 51 40
2803;2803;ALO HAYITA;BOGOTA;KR 30 53 53;;BOGOTÁ D.C.;KR 30 53 53
2804;2804;LA GARANTIA VERONA;ANTIOQUIA;KR 30 7 A 381 LC 116;;MEDELLIN;KR 30 7 A 381 LC 116
2805;2805;DROGUICENTRO TULUA;VALLE DEL CAUCA;KR 30 CL 21 EQ;;TULUÁ;KR 30 CL 21 EQ
2806;2806;DROGAS AZTECA 3;ATLANTICO;KR 31 114 29;;BARRANQUILLA;KR 31 114 29
2807;2807;DROGUERIA HIPERDESCUENTOS;ANTIOQUIA;KR 31 30 83;;EL CARMEN DE VIBORAL;KR 31 30 83
2808;2808;ALMACEN EXITO MINI AURORA;SANTANDER;KR 31 32 29;;BUCARAMANGA;KR 31 32 29
2809;2809;AUTOSERVICIO PUNTO VERDE LTDA;VALLE DEL CAUCA;KR 31 35 E 46;;CALI;KR 31 35 E 46
2810;2810;CONSUERTE PLAZOLETA CENTAUROS;META;KR 31 37 64;;VILLAVICENCIO;KR 31 37 64
2811;2811;AQUI ES PEDROLO;ANTIOQUIA;KR 31 45 2;;MEDELLIN;KR 31 45 2
2812;2812;DROGUERIA NUEVA VERAGUAS;BOGOTA;KR 31 B 4 20;;BOGOTÁ D.C.;KR 31 B 4 20
2813;2813;DROGUERIA LORETO;ANTIOQUIA;KR 31 BB 32 AA 16;;MEDELLIN;KR 31 BB 32 AA 16
2814;2814;AUTOSERVICIO EL GRAN MERCADO JJ;BOGOTA;KR 31 D 4 A 89;;BOGOTÁ D.C.;KR 31 D 4 A 89
2815;2815;DROGUERIA MINIMARKET LA SEGUNDA;BOGOTA;KR 31 D 1 H 87;;BOGOTÁ D.C.;KR 31 D 1 H 87
2816;2816;FARMACIA Y DROGUERIA MONUMENTAL;ANTIOQUIA;KR 31 SUR 38 04;;ENVIGADO;KR 31 SUR 38 04
2817;2817;DROGUERIA ESENCIAL;META;KR 32 3 C 11;;VILLAVICENCIO;KR 32 3 C 11
2818;2818;LICORES THREE LINE´S;ANTIOQUIA;KR 32 1 24 LC 107;;MEDELLIN;KR 32 1 24 LC 107
2819;2819;LA ECONOMIA DROGUERIA 01 SANTA MARTA;MAGDALENA;KR 32 18 61 AV LIBERTADOR;;SANTA MARTA;KR 32 18 61 AV LIBERTADOR
2820;2820;CARULLA LA VISITACION;ANTIOQUIA;KR 32 2 SUR 55;;MEDELLIN;KR 32 2 SUR 55
2821;2821;DISTRIBUIDORA OCCIDENTAL DE LOTERIAS Y CIA LTDA;VALLE DEL CAUCA;KR 32 20 57 LC 52 SUPERTIENDAS CAÑAVERAL;;PALMIRA;KR 32 20 57 LC 52 SUPERTIENDAS CAÑAVERAL
2822;2822;DROGUERIA VIDA LIMITADA;SANTANDER;KR 32 30 A 20;;BUCARAMANGA;KR 32 30 A 20
2823;2823;CACHARRERIA LA GRAN FORTALEZA;VALLE DEL CAUCA;KR 32 30 A 31 A 33;;CALI;KR 32 30 A 31 A 33
2824;2824;BOTICA JUNIN NO. 36;ANTIOQUIA;KR 32 4 SUR 80 LC 117;;MEDELLIN;KR 32 4 SUR 80 LC 117
2825;2825;DROGUERIA CESPEDES #14;ANTIOQUIA;KR 32 4 SUR 80 LC 120;;MEDELLIN;KR 32 4 SUR 80 LC 120
2826;2826;CABALGATA DEPORTIVA;BOGOTA;KR 32 63 J 46;;BOGOTÁ D.C.;KR 32 63 J 46
2827;2827;BURBUJATRAVEL;VALLE DEL CAUCA;KR 32 7 59;;CALI;KR 32 7 59
2828;2828;AP ML MERCATODO LA 32;VALLE DEL CAUCA;KR 32 9 B 55;;CALI;KR 32 9 B 55
2829;2829;CAFE INTERNET CIBER ALONSO;SANTANDER;KR 32 A 16 66;;BUCARAMANGA;KR 32 A 16 66
2830;2830;EURONET JA;BOGOTA;KR 32 A 25 A 47;;BOGOTÁ D.C.;KR 32 A 25 A 47
2831;2831;DROGUERIA PHARMAGAM LAS AMERICAS;BOGOTA;KR 32 A 25 B 24 LC 1;;BOGOTÁ D.C.;KR 32 A 25 B 24 LC 1
2832;2832;INTERCOM DIAMANTE;VALLE DEL CAUCA;KR 32 B 41 05;;CALI;KR 32 B 41 05
2833;2833;EMILIO COM M Y R;BOGOTA;KR 32 C 1 F 13 SUR;;BOGOTÁ D.C.;KR 32 C 1 F 13 SUR
2834;2834;FARMACIA LA NUEVA FLOR;BOGOTA;KR 32 D 7 36 SUR;;BOGOTÁ D.C.;KR 32 D 7 36 SUR
2835;2835;FARMACIA LA NUEVA FLOR 2;BOGOTA;KR 32 D 7 36 SUR;;BOGOTÁ D.C.;KR 32 D 7 36 SUR
2836;2836;COPIEXITO 2;CUNDINAMARCA;KR 33 11 12;;ZIPAQUIRA;KR 33 11 12
2837;2837;METRO EXPRESS CORFERIAS;BOGOTA;KR 33 25 C 28 TO 2 LC 102;;BOGOTÁ D.C.;KR 33 25 C 28 TO 2 LC 102
2838;2838;DROGUERIA UNIREBAJAS;BOGOTA;KR 33 26 A 30;;BOGOTÁ D.C.;KR 33 26 A 30
2839;2839;LA ECONOMIA DROGUERIA N 604;SANTANDER;KR 33 30 A 67;;BUCARAMANGA;KR 33 30 A 67
2840;2840;JUMBO CABECERA;SANTANDER;KR 33 41 34;;BUCARAMANGA;KR 33 41 34
2841;2841;CVE JIMENEZ LA 33;ATLANTICO;KR 33 44 88;;BARRANQUILLA;KR 33 44 88
2842;2842;ALMACEN LEO;SANTANDER;KR 33 45 106;;BUCARAMANGA;KR 33 45 106
2843;2843;FARMACIA MISCELANEA ROMAY;ATLANTICO;KR 33 45 17;;BARRANQUILLA;KR 33 45 17
2844;2844;ANTOJOS PARA TI PARA MI;SANTANDER;KR 33 51 02 ED ELIO;;BUCARAMANGA;KR 33 51 02 ED ELIO
2845;2845;ALMACEN DE COMPRA VENTA LUCERO;ATLANTICO;KR 33 51 B 02;;BARRANQUILLA;KR 33 51 B 02
2846;2846;COOFERMA 5;SANTANDER;KR 33 52 B 18 / 24;;BUCARAMANGA;KR 33 52 B 18 / 24
2847;2847;LICORERA GENOBEBA;SANTANDER;KR 33 56 18;;BUCARAMANGA;KR 33 56 18
2848;2848;DROGUERIA BABILONIA;META;KR 33 6 C 23 LC 2;;VILLAVICENCIO;KR 33 6 C 23 LC 2
2849;2849;DROGUERIA VILLAGRANDE;ANTIOQUIA;KR 33 70 05;;MEDELLIN;KR 33 70 05
2850;2850;AUTOSERVUICIO MERKET MAS;CUNDINAMARCA;KR 33 9 08;;ZIPAQUIRA;KR 33 9 08
2851;2851;LONCHERIA PANIS;SANTANDER;KR 33 A 30 A 34;;BUCARAMANGA;KR 33 A 30 A 34
2852;2852;C&A COMUNICACIONES LA 34;VALLE DEL CAUCA;KR 34 12 124;;CALI;KR 34 12 124
2853;2853;CONSUERTE BARZAL;META;KR 34 35 A 06;;VILLAVICENCIO;KR 34 35 A 06
2854;2854;DISTRILICORES PA TOMAR;SANTANDER;KR 34 48 37;;BUCARAMANGA;KR 34 48 37
2855;2855;DROGUERIA LA PAZ Z;CUNDINAMARCA;KR 34 A 8 26;;ZIPAQUIRA;KR 34 A 8 26
2856;2856;DROGUERIA SANDRA;CALDAS;KR 35 100 B 105;;MANIZALES;KR 35 100 B 105
2857;2857;MERCALDAS ENEA;CALDAS;KR 35 100 B 36 LA ENEA;;MANIZALES;KR 35 100 B 36 LA ENEA
2858;2858;DROGUERIA LA 35 CENTRO NARIÑO S A S;BOGOTA;KR 35 25 09;;BOGOTÁ D.C.;KR 35 25 09
2859;2859;ARUBATEL;SANTANDER;KR 35 48 131 LC 5;;BUCARAMANGA;KR 35 48 131 LC 5
2860;2860;ARGONAUTICA COMUNICACIONES;SANTANDER;KR 35 51 114 LC 202;;BUCARAMANGA;KR 35 51 114 LC 202
2861;2861;COMPRAVENTA VILLABASTIDAS;MAGDALENA;KR 35 9 F 12;;SANTA MARTA;KR 35 9 F 12
2862;2862;DROGUERIA CUMANDAY;CALDAS;KR 35 99 06 LC 2;;MANIZALES;KR 35 99 06 LC 2
2863;2863;ACQUALINA STORE;ANTIOQUIA;KR 35 A 15 B 36 LC 110;;MEDELLIN;KR 35 A 15 B 36 LC 110
2864;2864;EXITO BUCARAMANGA CABECERA;SANTANDER;KR 35 A 49 27;;BUCARAMANGA;KR 35 A 49 27
2865;2865;DROGUERIA UNIVERSO;ANTIOQUIA;KR 35 A 97 A 62;;MEDELLIN;KR 35 A 97 A 62
2866;2866;DROGUERIA VIRGEN DEL CARMEN DE URBANIZACION EL RIO;ATLANTICO;KR 35 C 27 C 177;;SOLEDAD;KR 35 C 27 C 177
2867;2867;DROGAS KATHERINE;META;KR 36 10 A 34;;ACACÍAS;KR 36 10 A 34
2868;2868;DROGAS MAS VIDA;NARIÑO;KR 36 12 51;;PASTO;KR 36 12 51
2869;2869;MERKEMOS MANGURUMA;ANTIOQUIA;KR 36 21 42;;FRONTINO;KR 36 21 42
2870;2870;DROGUERIA UNIVERSITARIA 2001;BOGOTA;KR 36 28 11;;BOGOTÁ D.C.;KR 36 28 11
2871;2871;EXITO EXPRESS DIVINA EUCARISTIA;ANTIOQUIA;KR 36 7 27;;MEDELLIN;KR 36 7 27
2872;2872;INTERNET DONDE JOTA;ATLANTICO;KR 37 118 176;;BARRANQUILLA;KR 37 118 176
2873;2873;DROGUERIA TERESIANA;BOGOTA;KR 37 17 B 31 SUR;;BOGOTÁ D.C.;KR 37 17 B 31 SUR
2874;2874;FARMATODO PLAZA DEL SOL;ATLANTICO;KR 37 30 33 LC 256 LC 262;;SOLEDAD;KR 37 30 33 LC 256 LC 262
2875;2875;DROGUERIA FAMIPLUS;SANTANDER;KR 37 42 111;;BUCARAMANGA;KR 37 42 111
2876;2876;DROGAS GALEANO;BOGOTA;KR 37 B 64 03 SUR;;BOGOTÁ D.C.;KR 37 B 64 03 SUR
2877;2877;BOTICA COLINA CAMPESTRE;ATLANTICO;KR 38 100 09;;BARRANQUILLA;KR 38 100 09
2878;2878;CVE JIMENEZ LAS COLINAS;ATLANTICO;KR 38 100 67;;BARRANQUILLA;KR 38 100 67
2879;2879;CAFATERIA Y LICORERA LA ESTRELLA;META;KR 38 19 55;;VILLAVICENCIO;KR 38 19 55
2880;2880;FULL MARKET NUEVAS PALMAS;ANTIOQUIA;KR 38 28 259 VT LAS PALMAS;;MEDELLIN;KR 38 28 259 VT LAS PALMAS
2881;2881;ESTACION DE SERVICIO TEXACO # 6;ATLANTICO;KR 38 33 29;;BARRANQUILLA;KR 38 33 29
2882;2882;DROGUERIA FARMAX DE LA ORINOQUIA;META;KR 38 35 08;;VILLAVICENCIO;KR 38 35 08
2883;2883;DROGAS SMART;ANTIOQUIA;KR 38 39 SUR 03;;ENVIGADO;KR 38 39 SUR 03
2884;2884;DROGAS FELIPE;META;KR 38 46 A 16;;VILLAVICENCIO;KR 38 46 A 16
2885;2885;DROGUERIAS CEM;ANTIOQUIA;KR 38 49 A 25;;MEDELLIN;KR 38 49 A 25
2886;2886;AGRO-FILTER DE LA COSTA S A S;ATLANTICO;KR 38 51 61 LC 20;;BARRANQUILLA;KR 38 51 61 LC 20
2887;2887;ALMACEN DE COMPRA VENTA LA 38;ATLANTICO;KR 38 57 72 LC 3 LC 4;;BARRANQUILLA;KR 38 57 72 LC 3 LC 4
2888;2888;DROGUERIA VENEZIA ALIA TELLEZ;ATLANTICO;KR 38 63 57 LC 2;;BARRANQUILLA;KR 38 63 57 LC 2
2889;2889;DROGUERIA FARMACIA TORRES NO 16;ATLANTICO;KR 38 70 34;;BARRANQUILLA;KR 38 70 34
2890;2890;CVE JIMENEZ SAN JUAN;ATLANTICO;KR 38 71 78;;BARRANQUILLA;KR 38 71 78
2891;2891;JUMBO AMERICANO;ATLANTICO;KR 38 74 179;;BARRANQUILLA;KR 38 74 179
2892;2892;ALMACEN DE COMPRA VENTA LA 38;ATLANTICO;KR 38 76 128;;BARRANQUILLA;KR 38 76 128
2893;2893;DROGUERIA SUPER ECONOMICA DEL LLANO N 4;META;KR 39 6 A 22;;VILLAVICENCIO;KR 39 6 A 22
2894;2894;COSITAS LINDAS VARIEDADES;VALLE DEL CAUCA;KR 39 12 52 LC 10;;CALI;KR 39 12 52 LC 10
2895;2895;DROGAS JULIAN NO 1;META;KR 39 14 B 27 8 A BR LA ESPERANZA;;VILLAVICENCIO;KR 39 14 B 27 8 A BR LA ESPERANZA
2896;2896;EXITO PRIMAVERA;VALLE DEL CAUCA;KR 39 32 A 01;;CALI;KR 39 32 A 01
2897;2897;ESTACION DE SERVICIO EL GRANDE;VALLE DEL CAUCA;KR 39 32 A 10;;CALI;KR 39 32 A 10
2898;2898;DROGUERIA MAXI DROGAS CR 39;VALLE DEL CAUCA;KR 39 42 A 29;;CALI;KR 39 42 A 29
2899;2899;DROGUERIA UNION Y VIDA;VALLE DEL CAUCA;KR 39 44 26;;CALI;KR 39 44 26
2900;2900;MEKATOS EL MEXICANO;ANTIOQUIA;KR 39 50 25 LC 2259;;MEDELLIN;KR 39 50 25 LC 2259
2901;2901;DROGUERIA TODO DESCUENTOS;ANTIOQUIA;KR 39 55 17;;MEDELLIN;KR 39 55 17
2902;2902;DROGUERIA LA VILLA DEL PARQUE;ANTIOQUIA;KR 39 65 BB 69;;MEDELLIN;KR 39 65 BB 69
2903;2903;CONSUERTE CASA DEL JUGO;META;KR 39 7 A 05 B;;VILLAVICENCIO;KR 39 7 A 05 B
2904;2904;DROGUERIA VITALICIA;ANTIOQUIA;KR 39 81 4;;MEDELLIN;KR 39 81 4
2905;2905;DROGUERIA SAO PAULO;META;KR 39 9 B 06;;VILLAVICENCIO;KR 39 9 B 06
2906;2906;DROGAS FRANCIA;BOGOTA;KR 39 91 47;;BOGOTÁ D.C.;KR 39 91 47
2907;2907;FARMACIA MUNDODROGAS;META;KR 39 B 24 09;;VILLAVICENCIO;KR 39 B 24 09
2908;2908;CIGARRERIA LA ESQUINA PAISA;BOGOTA;KR 39 BIS 30 88 SUR;;BOGOTÁ D.C.;KR 39 BIS 30 88 SUR
2909;2909;ALMACEN DE COMPRAVENTA SUPERIOR;BOLIVAR;KR 3B 15 59 LC 2;;MAGANGUÉ;KR 3B 15 59 LC 2
2910;2910;COMUNICACIONES SEY;CUNDINAMARCA;KR 4 6 90;;CAJICÁ;KR 4 6 90
2911;2911;AUTOSERVICIO MERCAMILO EXPRESS;SANTANDER;KR 4 1 E 07 LC 4;;PIEDECUESTA;KR 4 1 E 07 LC 4
2912;2912;CELUMOVIL COMUNICACIONES SIN LIMITE;HUILA;KR 4 10 40;;SANTA MARÍA;KR 4 10 40
2913;2913;ALADDIN NO. 8;VALLE DEL CAUCA;KR 4 10 57;;CALI;KR 4 10 57
2914;2914;EL RINCON DE LA SUERTE;VALLE DEL CAUCA;KR 4 11 28;;CARTAGO;KR 4 11 28
2915;2915;FARMASALUD GUATEQUE;BOYACA;KR 4 11 43;;GUATEQUE;KR 4 11 43
2916;2916;ECONOMIA 744 PLAZA CAICEDO;VALLE DEL CAUCA;KR 4 11 79;;CALI;KR 4 11 79
2917;2917;CARULLA ARRECIFE;MAGDALENA;KR 4 11 CE ARRECIFE;;SANTA MARTA;KR 4 11 CE ARRECIFE
2918;2918;DROGAS COPIFAM;TOLIMA;KR 4 12 01;;IBAGUÉ;KR 4 12 01
2919;2919;ALMACEN YOOX;VALLE DEL CAUCA;KR 4 12 55 LC 104;;CALI;KR 4 12 55 LC 104
2920;2920;MERCADROGAS 2000 E Y C 2;CUNDINAMARCA;KR 4 12 62 SOACHA;;SOACHA;KR 4 12 62 SOACHA
2921;2921;DROGUERIA CHAMBATA;CUNDINAMARCA;KR 4 12 A 07 LC 1;;LA VEGA (CUNDI);KR 4 12 A 07 LC 1
2922;2922;CABINET DEL RIO;CUNDINAMARCA;KR 4 14 19 BR PORVENIR;;MOSQUERA (CUNDI);KR 4 14 19 BR PORVENIR
2923;2923;DROGAS COPIFAM;TOLIMA;KR 4 15 104;;IBAGUÉ;KR 4 15 104
2924;2924;GLORIANA # 2;CALDAS;KR 4 15 21;;VILLAMARÍA;KR 4 15 21
2925;2925;DROGUERIA AGUIRRE;CUNDINAMARCA;KR 4 17 100;;LA VEGA (CUNDI);KR 4 17 100
2926;2926;DROGUERIA ANDINA N 17;MAGDALENA;KR 4 17 26 BR EL RODADERO;;SANTA MARTA;KR 4 17 26 BR EL RODADERO
2927;2927;DROGUERIA MULTIDESCUENTOS DE CARTAGO;VALLE DEL CAUCA;KR 4 18 02;;CARTAGO;KR 4 18 02
2928;2928;FARMA UNION DE COLOMBIA DROGUERIAS;BOGOTA;KR 4 182 A 20;;BOGOTÁ D.C.;KR 4 182 A 20
2929;2929;DROGAS GRAND PRIX VILLA DEL PRADO;BOGOTA;KR 4 185 A 09 CODITO;;BOGOTÁ D.C.;KR 4 185 A 09 CODITO
2930;2930;DROGUERIA CONFISALUD;BOGOTA;KR 4 188 A 05;;BOGOTÁ D.C.;KR 4 188 A 05
2931;2931;DROGAS EL LLANO;VALLE DEL CAUCA;KR 4 19 02;;CARTAGO;KR 4 19 02
2932;2932;LICORES LA 43 CARTAGO;VALLE DEL CAUCA;KR 4 2 113;;CARTAGO;KR 4 2 113
2933;2933;DROGUERIAS COPHARVI 2;CUNDINAMARCA;KR 4 2 42 SUR;;SOPÓ;KR 4 2 42 SUR
2934;2934;METRO BUGA;VALLE DEL CAUCA;KR 4 23 86;;BUGA;KR 4 23 86
2935;2935;LOTERIAS ANDAQUEDA;CHOCO;KR 4 24 10 QUIBDo;;QUIBDO;KR 4 24 10 QUIBDo
2936;2936;FARMACIA MAGISTRAL;CHOCO;KR 4 25 35 QUIBDo;;QUIBDO;KR 4 25 35 QUIBDo
2937;2937;DROGUERIA LA FE DE QUIBDO;CHOCO;KR 4 26 112;;QUIBDO;KR 4 26 112
2938;2938;CORDOBESA DE LOTERIAS Y COMPAÑIA LIMITADA;CORDOBA;KR 4 29 33;;MONTERÍA;KR 4 29 33
2939;2939;DROGUERIA FARMEDICA;HUILA;KR 4 3 36;;PITALITO;KR 4 3 36
2940;2940;DROGUERIA FUNGAR SOPO;CUNDINAMARCA;KR 4 3 A 18;;SOPÓ;KR 4 3 A 18
2941;2941;ALMACEN DE COMPRA MEGAMAS 3;ATLANTICO;KR 4 38 36 EQ;;BARRANQUILLA;KR 4 38 36 EQ
2942;2942;DROGAS COPIFAM;TOLIMA;KR 4 39 171 BR EL SALADO LC 114 y 119;;IBAGUÉ;KR 4 39 171 BR EL SALADO LC 114 y 119
2943;2943;APUESTAS UNIDAS DEL CAQUETA LTDA - EL DONCELLO;CAQUETA;KR 4 4 10;;EL DONCELLO;KR 4 4 10
2944;2944;INTERCOM GIGANTE;HUILA;KR 4 4 49;;GIGANTE;KR 4 4 49
2945;2945;FOTOCOPIAS Y PAPELERIAS OCHO S;HUILA;KR 4 4 61;;SUAZA;KR 4 4 61
2946;2946;DROGUERIA TODO EXITO;BOYACA;KR 4 4 71;;SANTA SOFÍA;KR 4 4 71
2947;2947;DROGUERIA POPULAR;CALDAS;KR 4 4 72;;MANZANARES;KR 4 4 72
2948;2948;COMUNICACEL CENTRO DE SERVICIOS;SANTANDER;KR 4 4 77;;CAPITANEJO;KR 4 4 77
2949;2949;DROGUERIA EXITO;BOYACA;KR 4 5 03;;SUTAMARCHÁN;KR 4 5 03
2950;2950;COMERCIALIZADORA DIMAR;CUNDINAMARCA;KR 4 5 11;;GACHETÁ;KR 4 5 11
2951;2951;CELB COMUNICACIONES;CUNDINAMARCA;KR 4 5 46;;CHÍA;KR 4 5 46
2952;2952;DROGAS MADIXON MARIQUITA;TOLIMA;KR 4 5 47;;MARIQUITA;KR 4 5 47
2953;2953;CETEL-CONCEPCION;SANTANDER;KR 4 5 62;;CONCEPCIÓN;KR 4 5 62
2954;2954;DROGUERIA CAFAM FACA;CUNDINAMARCA;KR 4 5 68;;FACATATIVÁ;KR 4 5 68
2955;2955;ALMACEN Y DROGAS SAN JOSE;BOYACA;KR 4 5 A 15;;TUNJA;KR 4 5 A 15
2956;2956;DROGAS COPIFAM LA POLA;TOLIMA;KR 4 6 100;;IBAGUÉ;KR 4 6 100
2957;2957;FARMAYA;CUNDINAMARCA;KR 4 6 11 LC 101;;TABIO;KR 4 6 11 LC 101
2958;2958;CARULLA CASTILLO;BOLIVAR;KR 4 6 12 BR BOCAGRANDE;;CARTAGENA;KR 4 6 12 BR BOCAGRANDE
2959;2959;DROGUERIA ALFA LA CALERA;CUNDINAMARCA;KR 4 6 33;;LA CALERA;KR 4 6 33
2960;2960;AUTOSERVICIO MERCACENTRO;TOLIMA;KR 4 6 68;;MARIQUITA;KR 4 6 68
2961;2961;DROGUERIA SUPERDESCUENTOS CHIA;CUNDINAMARCA;KR 4 6 A 43;;CHÍA;KR 4 6 A 43
2962;2962;CIGARRERIA LOS ROSALES J C;BOGOTA;KR 4 66 12;;BOGOTÁ D.C.;KR 4 66 12
2963;2963;CALZADO YANETH;HUILA;KR 4 7 76;;PITALITO;KR 4 7 76
2964;2964;DROGAS COPIFAM ESPINAL CR 4;TOLIMA;KR 4 7 87;;ESPINAL;KR 4 7 87
2965;2965;DROGUERIA MEDICA CHOCONTA;CUNDINAMARCA;KR 4 7 89;;CHOCONTÁ;KR 4 7 89
2966;2966;DYLO COMUNICACIONES;VALLE DEL CAUCA;KR 4 7 N 90;;CALI;KR 4 7 N 90
2967;2967;AGENCIA DE LOTERIAS EL TREBOL DE ORO MILLONARIO LT;VALLE DEL CAUCA;KR 4 8 20 LC 12;;CALI;KR 4 8 20 LC 12
2968;2968;DROGUERIA LA ECONOMIA;TOLIMA;KR 4 8 53;;LÉRIDA;KR 4 8 53
2969;2969;JUEGOS Y LOTERIAS;VALLE DEL CAUCA;KR 4 8 70;;CALI;KR 4 8 70
2970;2970;CENTRO DE PAGOS MULTISERVICIOS;SANTANDER;KR 4 9 89 LC 1;;VÉLEZ;KR 4 9 89 LC 1
2971;2971;DROGUERIA PASTEUR II;NARIÑO;KR 4 A 12 C 52;;PASTO;KR 4 A 12 C 52
2972;2972;DROGUERIA FRANCOOP RP;BOGOTA;KR 4 A 66 69;;BOGOTÁ D.C.;KR 4 A 66 69
2973;2973;CENTRODROGAS;CALDAS;KR 4 B 45 03;;LA DORADA;KR 4 B 45 03
2974;2974;DROGUERIA SAN VICENTE;VALLE DEL CAUCA;KR 4 BIS 6 09;;ANSERMANUEVO;KR 4 BIS 6 09
2975;2975;JOYERIA DIANA UNICO LTDA.;VALLE DEL CAUCA;KR 4 C 52 A 01 LC 64 B;;CALI;KR 4 C 52 A 01 LC 64 B
2976;2976;ALMACEN COMPRAVENTA Y JOYERIA JOHANA VILLA DEL PRADO;VALLE DEL CAUCA;KR 4 C 61 A 05;;CALI;KR 4 C 61 A 05
2977;2977;DROGAS COPIFAM MARIQUITA 3;TOLIMA;KR 4 CL 5 EQ;;MARIQUITA;KR 4 CL 5 EQ
2978;2978;DROGAS LA 21;TOLIMA;KR 4 ESTADIO 20 12;;IBAGUÉ;KR 4 ESTADIO 20 12
2979;2979;DROGAS COPIFAM;TOLIMA;KR 4 ESTADIO 21 02 EQ;;IBAGUÉ;KR 4 ESTADIO 21 02 EQ
2980;2980;DROGAS COPIFAM;TOLIMA;KR 4 ESTADIO 33 83 EQ;;IBAGUÉ;KR 4 ESTADIO 33 83 EQ
